序号,省份,高校名称,城市,院校档次,办学性质,软科排名,就业中心-官网,就业中心-公众号,就业中心-邮箱,就业中心-电话,研究生院-官网,研究生院-公众号,研究生院-邮箱,研究生院-电话,国际处-官网,国际处-公众号,国际处-邮箱,国际处-领导及邮箱,国际处-电话,理工学院数,理工学院明细,备注
44,上海市,华东理工大学,,211,公办,42,https://www.ecust.edu.cn/585/list.htm,,,009102000037,http://gschool.ecust.edu.cn/,,,15710144202,http://kjc.ecust.edu.cn/8373/list.htm,,,"杨强电 院长（职责： 负责科研院全面工作）: qyang@ecust.edu.cn
兼先进 副院长（职责： 分管 先进技术与 装备研究院、先进技术项目与平台管理部、）: qxzhuang@ecust.edu.cn
贾云飞 副院长（职责： 分管 基础研究部 、 成果奖励部）: yfjia@ecust.edu.cn
殷伟电 副院长（职责： 分管 产学研合作部、知识产权运营部、产业科创平台管理部）: yinwei@ecust.edu.cn
宋震电 副院长（职责： 分管重大项目部、科 创中心（上海）建设与国际合作部、 科）: songz@ecust.edu.cn
马小雷 主任（职责：科研院综合事务管理）: maxiaolei@ecust.edu.cn
刘开振 主任（职责： 科技创新战略规划与政策研究）: liukaizhen@ecust.edu.cn
罗妍办 主任（职责： 国家自然科学基金委项目管理）: nsfc@ecust.edu.cn
张桂新 主任（职责 ： 纵向科研基地与平台及开放基金项目管理）: gxzhang@ecust.edu.cn
苗笑羽 主任（职责： 国家部委纵向项目管理）: gxjs@ecust.edu.cn
王晓丽 主任（职责： 国家奖、省部级奖、社会力量设奖）: xlwang@ecust.edu.cn
黄婉君 主任（职责： 上海市项目管理）: shst@ecust.edu.cn
李宗印 主任（职责： 产学研合作）: boshih@ecust.edu.cn
王苏莉 主任（职责： 成果转化项目管理）: wangsuli@ecust.edu.cn
李刚办 主任（职责： 校企校地产业科创平台筹建与管理）: ligang@ecust.edu.cn
苏林办 副院长（职责： 先进技术与合作）: sulin@ecust.edu.cn
唐光泽 主任（职责： 先进技术项目与平台管理）: tanggz@ecust.edu.cn
杨少明 主任（职责： 先进技术资质体系运维保障）
刘亚萍 主任（职责： 《华东理工大学学报（自然科学版）》与《功能高分子学报》的）: liuyaping@ecust.edu.cn
杨强 院长（负责科研院全面工作 ，分管综合）: qyang@ecust.edu.cn
庄启昕 院长（分管 先进技术与 装备研究院、先进技术项）: qxzhuang@ecust.edu.cn
殷伟 副院长（分管 产学研合作部、知识产权运营部、产业科创平台管理）: yinwei@ecust.edu.cn
宋震 副院长（分管重大项目部、科 创中心（上海）建设与国际合作部）: songz@ecust.edu.cn
罗妍 主任（国家自然科学基金委项目管理 主管： 韩）: nsfc@ecust.edu.cn
李刚 主任（校企校）: ligang@ecust.edu.cn
苏林 副院长（先进技术与合作 （ 1）先进技术项目与）: sulin@ecust.edu.cn
杨少明 主任（先进技术资质体）: liuyaping@ecust.edu.cn",,3,"华东化工学院 | https://www.ecust.edu.cn/847/list.htm | 电话:009102000037
上海化工学院 | https://www.ecust.edu.cn/shhgxy/list.htm | 电话:009102000037
华东化工学院 | https://www.ecust.edu.cn/709/list.htm | 电话:009102000037",
45,上海市,第二军医大学,,211,公办,,,,,,,,,,,,,,,0,,
46,云南省,云南大学,,211,公办,71,http://jobs.ynu.edu.cn/,微信二维码(单独二维码),ydxsjyzx@126.com,0871-65148526; 0871-65033859; 0871-65931992,http://www.grs.ynu.edu.cn/,,,,http://english.ynu.edu.cn/,,,,,8,"数学与统计学院 | http://www.ms.ynu.edu.cn/ | 邮箱:ms@ynu.edu.cn
化学科学与工程学院 | http://www.chem.ynu.edu.cn/
地球科学学院 | http://www.srees.ynu.edu.cn/ | 电话:0871-65033733
生态与环境学院 | http://www.see.ynu.edu.cn/index.html | 电话:0871-65931353
生命科学学院 | http://www.ynusky.ynu.edu.cn/ | 电话:0871-65931221
建筑与规划学院 | http://www.sap.ynu.edu.cn/ | 电话:0871-65930635
材料与能源学院 | https://sme.ynu.edu.cn/
国际河流与生态安全研究院 | http://www.ires.ynu.edu.cn/ | 电话:0871-65034577",
47,内蒙古自治区,内蒙古大学,,211,公办,114,http://zhaosheng.imu.edu.cn/,,ndzsb@imu.edu.cn,,https://gs.imu.edu.cn/,,ndgs@imu.edu.cn,,http://ice.imu.edu.cn/,,fao@imu.edu.cn,,,10,"数学科学学院 | http://math.imu.edu.cn/
物理科学与技术学院 | http://wlxy.imu.edu.cn/ | 电话:0471-4992914; 0471-4993141
化学化工学院 | http://chem.imu.edu.cn/
生命科学学院 | http://smkxxy.imu.edu.cn/ | 邮箱:ndsky123@126.com
生态与环境学院 | http://see.imu.edu.cn/ | 电话:0471-4991436
电子信息工程学院 | http://dzxy.imu.edu.cn/ | 邮箱:dzxxgcxy@imu.edu.cn
人工智能学院 | https://www.imu.edu.cn/jgsz1/jxkydw.htm | 邮箱:webmaster@imu.edu.cn
交通学院 | http://www.jt.imu.edu.cn/ | 电话:026040202320
能源材料化学研究院 | https://emc.imu.edu.cn/ | 邮箱:WEBMASTER@IMU.EDU.CN | 电话:000662105040; 092100196621; 031014560000
天文与物理研究院 | https://iap.imu.edu.cn/ | 邮箱:webmaster@imu.edu.cn",
48,北京市,中国传媒大学,,211,公办,,https://www.cuc.edu.cn/zsjy/list.htm,,,,http://www.cuc.edu.cn/9998/list.htm#rc-main2,,,,https://international.cuc.edu.cn/,,kzxy@cuc.edu.cn,"李老师（国际交流与合作事务）
杨老师（国际交流与合作事务）
侯老师（因公出国（境）事务）
崔老师（因公出国（境）事务）
董老师（综合业务（传媒高等教育国际联盟）、国际会议）
富老师（港澳台事务）
刘老师（办公室工作）",,1,中国干部网络学院 | http://www.cela.gov.cn,
49,北京市,中国地质大学（北京）,,211,公办,75,http://jiuye.cugb.edu.cn/,,jyxsc@126.com,909355733,https://graduate.cugb.edu.cn,,,,https://gjhzc.cugb.edu.cn/,,,"给山东 书记（主持会议）
姓名 处长（职责： 负责全处工作）
姓名 副处长（职责： 教职工 因 公出国（境） 、学生 出国（境））: huayanpian@cugb.edu.cn
姓名 院长（职责： （外派））: Ldb@cugb.edu.cn
姓名 副处长（职责： 外国专家来华合作交流）: linfang@cugb.edu.cn
林善园 副书记（主持会议）",,7,"地球科学与资源学院 | https://sesr.cugb.edu.cn/ | 邮箱:dxfzh2180@163.com | 电话:01082322264
工程技术学院 | https://set.cugb.edu.cn/
材料科学与工程学院 | https://smst.cugb.edu.cn/ | 电话:010-82321111
人工智能学院 | https://sai.cugb.edu.cn/
水资源与环境学院 | https://swre.cugb.edu.cn/ | 邮箱:swre@cugb.edu.cn | 电话:010-82322281
地球物理与信息技术学院 | https://sgit.cugb.edu.cn/ | 邮箱:dxxy@cugb.edu.cn | 电话:010-82321044
土地科学技术学院 | https://slst.cugb.edu.cn/",
50,北京市,中国政法大学,,211,公办,,,,,,,,,,http://gjhzjlc.cupl.edu.cn/,,,,,1,科学技术教学部/法治信息管理学院 | https://kjb.cupl.edu.cn/,
51,北京市,中国石油大学（北京）,,211,公办,62,http://career.cup.edu.cn/,,cupjiuye@qq.com; job89731016@163.com,010-89733499; 010-89731016,https://grs.cup.edu.cn/,邮编,,,https://www.cup.edu.cn/overseas/index.htm,,admission@cup.edu.cn; cie.office@cup.edu.cn; cie.dailyservices@cup.edu.cn,,,11,"地球科学学院 | http://www.cup.edu.cn/geosci | 邮箱:dixueyuan@cup.edu.cn
石油工程学院 | http://www.cup.edu.cn/oil/
化学工程与环境学院 | http://www.cup.edu.cn/chem/ | 邮箱:sd_hgxy@cup.edu.cn | 电话:89739075
机械工程学院 | http://www.cup.edu.cn/mte/ | 电话:0402430032
地球物理学院 | http://www.cup.edu.cn/geophysics/ | 邮箱:webmaster@cup.edu.cn | 电话:0402430032
安全与海洋工程学院 | http://www.cup.edu.cn/safety/ | 邮箱:webmaster@cup.edu.cn | 电话:0402430032
海洋能源资源先进工程技术研究院 | https://www.cup.edu.cn/safety/xygk/jgsz/hyyqgcx1/index.htm | 邮箱:webmaster@cup.edu.cn | 电话:0402430032
人工智能学院 | http://www.cup.edu.cn/cise/ | 电话:0402430032
理学院 | http://www.cup.edu.cn/science/
未来能源学院 | https://www.cup.edu.cn/cei/index.htm
塔尔萨国际能源学院 | https://www.cup.edu.cn/iec/ | 邮箱:ctiec@cup.edu.cn",
52,北京市,中国矿业大学（北京）,,211,公办,76,https://www.cumtb.edu.cn/zsjy.htm,,,,http://yjs.cumtb.edu.cn/,,,,https://international.cumtb.edu.cn/gywm/jgsz.htm,,,,,14,"能源与矿业学院 | http://nyxy.cumtb.edu.cn/
地球科学与测绘工程学院 | http://dcxy.cumtb.edu.cn/ | 邮箱:yzxxdcxy@163.com | 电话:010-62339300
化学与环境工程学院 | http://scee.cumtb.edu.cn/
机械与电气工程学院 | http://jdxy.cumtb.edu.cn/ | 邮箱:jdxy@cumtb.edu.cn | 电话:010-62331370
人工智能学院 | https://ai.cumtb.edu.cn/ | 邮箱:rgznxy@cumtb.edu.cn | 电话:010-62339761
力学与土木工程学院 | http://ljxy.cumtb.edu.cn/
理学院 | http://lxy.cumtb.edu.cn/
中国矿业大学（北京）内蒙古研究院 | https://nmgyjy.cumtb.edu.cn/ | 电话:17854205908
能源与矿业学院 | https://nyxy.cumtb.edu.cn
地球科学与测绘工程学院 | https://dcxy.cumtb.edu.cn/ | 邮箱:yzxxdcxy@163.com | 电话:010-62339300
化学与环境工程学院 | https://scee.cumtb.edu.cn/
机械与电气工程学院 | https://jdxy.cumtb.edu.cn/ | 邮箱:jdxy@cumtb.edu.cn | 电话:010-62331370
力学与土木工程学院 | https://ljxy.cumtb.edu.cn/
理学院 | https://lxy.cumtb.edu.cn/",
53,北京市,中央财经大学,,211,公办,,https://www.cufe.edu.cn/zsjy.htm,,,,http://gs.cufe.edu.cn/,,,,http://int.cufe.edu.cn/gywm.htm,,,讲党课 书记,,2,"统计与数学学院、数学教学部 >> | http://sam.cufe.edu.cn/ | 邮箱:samofcufe@cufe.edu.cn
信息学院 >> | http://ie.cufe.edu.cn/ | 邮箱:info_dean@163.com",
54,北京市,中央音乐学院,,211,公办,,https://www.ccom.edu.cn/zsyjy.htm,,,,,,,,https://www.ccom.edu.cn/info/18061/267901.htm,,,"秦文琛 副院长
党委 院长",,0,,
55,北京市,北京中医药大学,,211,公办,,https://www.bucm.edu.cn/zsjy1/index.htm,,,,http://yanjiusheng.bucm.edu.cn/,,,,https://international.bucm.edu.cn/,,,,,2,"生命科学学院 | http://shengming.bucm.edu.cn/
数据科学与人工智能学院 | https://www.bucm.edu.cn/zzjg1/jxjg1/a50f9a3ba99045128e8e53782799cf73.htm | 电话:17798675957; 0402430041",
56,北京市,北京交通大学,,211,公办,41,http://job.bjtu.edu.cn/,,jyb113@126.com; bjtujobwx@126.com; bjtujob@163.com,010-51688431; 010-51685913; 010-51682911,https://yzb.bjtu.edu.cn/,,bjtuzgxy@bjtu.edu.cn,,https://intl.bjtu.edu.cn/,,bjtu-intl@bjtu.edu.cn,,,14,"自动化与智能学院 | http://ai.bjtu.edu.cn/ | 电话:84259295
电子信息工程学院 | http://eie.bjtu.edu.cn/
计算机科学与技术学院 | http://cs.bjtu.edu.cn/ | 电话:51688526
交通运输学院 | http://trans.bjtu.edu.cn | 邮箱:jtysxy@bjtu.edu.cn
土木建筑工程学院 | http://civil.bjtu.edu.cn | 邮箱:jdtujian@bjtu.edu.cn
机械与电子控制工程学院 | http://mece.bjtu.edu.cn/
电气工程学院 | http://ee.bjtu.edu.cn/
数学与统计学院 | http://soms.bjtu.edu.cn/ | 邮箱:smszhb@bjtu.edu.cn | 电话:51681288
物理科学与工程学院 | https://spse.bjtu.edu.cn/ | 邮箱:wlgczhb@bjtu.edu.cn
软件学院 | http://sse.bjtu.edu.cn/
建筑与设计学院 | http://saad.bjtu.edu.cn/
碳中和与环境学院 | http://env.bjtu.edu.cn
系统科学学院 | http://sss.bjtu.edu.cn/ | 邮箱:xtyb@bjtu.edu.cn | 电话:51683668
国家卓越工程师学院 | https://nee.bjtu.edu.cn/ | 邮箱:bjtuzgxy@bjtu.edu.cn",
57,北京市,北京体育大学,,211,公办,,https://www.bsu.edu.cn/zsjy/index.htm,,,,https://www.bsu.edu.cn/kxyjsy/index.htm,,xiaoban@bsu.edu.cn,040202430168; 14015216941; 13585035162,http://wsc.bsu.edu.cn/,,wsc@bsu.edu.cn,"樊战备 书记（负责人会面交流）
刁艾莉 处长: internationaloffice@bsu.edu.cn
孙晓
陈思淼: chensimiao@bsu.edu.cn
黄晓蕾
胡佳琦
吕摄
库明智
张笑: zhangxiao@bsu.edu.cn
邱天阳: qiutianyang@bsu.edu.cn
范伟
尼尔 副院长（负责人参加会谈）
一行来 主任",,2,"心理学院 | http://psy.bsu.edu.cn | 邮箱:psyschool@bsu.edu.cn
运动人体科学学院 | http://ssc.bsu.edu.cn | 邮箱:xiaoban@bsu.edu.cn; sssbsu@bsu.edu.cn",
58,北京市,北京化工大学,,211,公办,57,https://www.buct.edu.cn/zsjy_11437/list.htm,,news@mail.buct.edu.cn,,http://graduate.buct.edu.cn/,,,,https://iecd.buct.edu.cn/,,,"张冰 处长（主管国际处及港澳台事务办公室全面工作）: zhangbing@buct.edu.cn
冯江鸿 副处长: fengjh@buct.edu.cn
张老师（引智项目主管、孔子学院事务主管）: cooperation@buct.edu.cn
刘老师（英文网站主管、国际协议主管）
吴老师（教职工因公临时出国境事务主管、学生海外学习事务）: ygcf@buct.edu.cn
高老师（长期外籍专家（教师）聘任主管、国际交流）: gaoxing@buct.edu.cn
王老师（长期外籍专家（教师）聘任、国际交流）",,10,"化学工程学院 | https://chem.buct.edu.cn/
材料科学与工程学院 | https://cmse.buct.edu.cn/
机电工程学院 | https://mech.buct.edu.cn/
信息科学与技术学院 | https://cist.buct.edu.cn/ | 电话:045884242863
化学学院 | https://chemistry.buct.edu.cn/
数理学院 | https://cmp.buct.edu.cn/
生命科学与技术学院 | https://life.buct.edu.cn/ | 邮箱:life@buct.edu.cn | 电话:010-64451781
侯德榜工程师学院 | https://gcsxy.buct.edu.cn/ | 邮箱:eng-school@mail.buct.edu.cn | 电话:(010)64438571
巴黎居里工程师学院 | https://engineer.buct.edu.cn/ | 邮箱:eng-school@mail.buct.edu.cn | 电话:(010)64438571
常州先进材料研究院 | http://www.bciam.cn/ | 邮箱:bciam@vip.sohu.com | 电话:0519-69697501",
59,北京市,北京外国语大学,,211,公办,,https://jyzd.bfsu.edu.cn/,,jyzd@bfsu.edu.cn,010-88816211,https://graduate.bfsu.edu.cn/,,,,https://international.bfsu.edu.cn/,,,,,3,"欧洲语言文化学院 | http://europe.bfsu.edu.cn/
法语语言文化学院 | http://french.bfsu.edu.cn/ | 邮箱:bwfyxy@bfsu.edu.cn
信息科学技术学院 | http://sist.bfsu.edu.cn/ | 邮箱:bwjsj@bfsu.edu.cn | 电话:01088816746",
60,北京市,北京工业大学,,211,公办,65,http://admissions.bjut.edu.cn/,,,010-67391609,https://www.bjut.edu.cn/jyjx/yjsjy1.htm,,,010000000606,https://international.bjut.edu.cn/,,,"际合作 处长
陈志杰 副处长（负责交流合作、人才培养国际化及港澳台工作）
刘键 副处长（师资队伍国际化、国际学生招生及相关涉外事务 副处长、副主任 陈志杰 负责交流合作）
陈志杰 副主任（交流合作、人才培养国际化及港澳台工作 副处长 王 伟 负责综合事务、教职工因）
王伟 副处长（综合事务、教职工因）",,16,"机械与能源工程学院 | https://jxny.bjut.edu.cn/
材料科学与工程学院 | https://clxy.bjut.edu.cn/ | 电话:0402430086
信息科学技术学院 | https://sist.bjut.edu.cn/
计算机学院 | https://cs.bjut.edu.cn
建筑工程学院 | https://cace.bjut.edu.cn/
建筑与城市规划学院 | https://caup.bjut.edu.cn
城市交通学院 | https://cmt.bjut.edu.cn/
环境科学与工程学院 | https://cese.bjut.edu.cn/
化学与生命科学学院 | https://hsxy.bjut.edu.cn/
物理与光电工程学院 | https://spoe.bjut.edu.cn
数学统计学与力学学院 | https://msm.bjut.edu.cn | 电话:0402430086
新能源学院 | https://www.bjut.edu.cn/jgsz/jxkyjg.htm | 电话:0402430086; 010000000606
人工智能学院 | http://znxy.bjut.edu.cn
网络空间安全学院 | https://cst.bjut.edu.cn/
碳中和未来技术学院 | https://cnft.bjut.edu.cn/
北京人工智能研究院 | https://biai.bjut.edu.cn/ | 邮箱:mr.kin@foxmail.com",
61,北京市,北京林业大学,,211,公办,83,http://job.bjfu.edu.cn,,,,http://graduate.bjfu.edu.cn/,,,,https://international.bjfu.edu.cn/,,gjc@bjfu.edu.cn,"gjc@bjfu.edu.cn
孔祥彬
陈若漪
鲁楠
詹硕",,5,"生物科学与技术学院 | http://biology.bjfu.edu.cn/ | 邮箱:biology@bjfu.edu.cn | 电话:010-62336964
材料科学与技术学院 | http://clxy.bjfu.edu.cn/ | 电话:（010）62338358
信息学院 | http://it.bjfu.edu.cn/ | 邮箱:it@bjfu.edu.cn | 电话:010-62336230
理学院 | http://cos.bjfu.edu.cn/ | 邮箱:bllyqy110@163.com
环境科学与工程学院 | http://hjxy.bjfu.edu.cn/ | 邮箱:yingzhenz123@bjfu.edu.cn; ycao005@bjfu.edu.cn; hjyjs@bjfu.edu.cn | 电话:010-62336615",
62,北京市,北京科技大学,,211,公办,35,https://www.ustb.edu.cn/zsjy/index.htm,,,,http://yzxc.ustb.edu.cn/,,,,https://oice.ustb.edu.cn/,,,"钢铁学 院长（负责全校外事工作）
办公室 院长（全校外事工作。同年，开始招收外国留学生。 1979-1984 1979年12月，）
丁晶 负责人（综合管理办公室负责人，负责全处综合事务的安排、督办及协调）
吕引娟 负责人（综合管理办公室负责人，负责全处综合事务的安排、督办及协调）
张青芸 负责人（出国出境办公室负责人，负责教师/学生短期因公出国境管理）
冯艳华 负责人（出国出境办公室负责人，负责教师/学生短期因公出国境管理）
张天问 负责人（学生交流项目办公室负责人，负责全校学生海（境）外交流项目的统筹、规划与实施管理）
高玥蒙 负责人（学生交流项目办公室负责人，负责全校学生海（境）外交流项目的统筹、规划与实施管理）
李佳宁 负责人（海境外专家办公室负责人，负责全校外籍专家的涉外服务与管理、海境外国际会议申报等相关工作）
闫力瑕 负责人（海境外专家办公室负责人，负责全校外籍专家的涉外服务与管理、海境外国际会议申报等相关工作）
唐辉 负责人（对外交流宣传办公室负责人，负责学校的国际宣传、校级对外合作与交流等工作）
韩雪莲 负责人（对外交流宣传办公室负责人，负责学校的国际宣传、校级对外合作与交流等工作）
秦雨晴 负责人（合作资源与平台发展办公室负责人，负责学校的中外合作办学培育管理、国际合作资源平台建设、全球合作伙伴拓展等工作）
段晓芳 处长: xfduan@ustb.edu.cn
张博威 副处长: bwzhang@ustb.edu.cn",,18,"资源与安全工程学院 | https://srse.ustb.edu.cn | 电话:010-62333637; 0402430062
冶金与生态工程学院 | http://metall.ustb.edu.cn/ | 邮箱:metall@ustb.edu.cn | 电话:010-62332265
材料科学与工程学院 | http://mse.ustb.edu.cn/ | 电话:0402430062
机械工程学院 | http://me.ustb.edu.cn/ | 邮箱:meoffice@me.ustb.edu.cn | 电话:010-62332365
能源与环境工程学院 | http://seee.ustb.edu.cn/ | 电话:0402430062
自动化学院 | http://saee.ustb.edu.cn/ | 邮箱:saee@ustb.edu.cn | 电话:010-62332905
人工智能学院 | http://ai.ustb.edu.cn/ | 电话:010-62332106
计算机与通信工程学院 | http://scce.ustb.edu.cn/ | 电话:0402430062
数理学院 | http://shuli.ustb.edu.cn/ | 电话:010-62332685; 0402430062
化学与生物工程学院 | http://huasheng.ustb.edu.cn/ | 邮箱:hsxy@ustb.edu.cn | 电话:010-62332126
国家卓越工程师学院 | https://gcsxy.ustb.edu.cn/ | 电话:010-62334954
未来技术学院 | https://qy.ustb.edu.cn/ | 电话:0402430062
新材料技术研究院 | http://adma.ustb.edu.cn/ | 电话:62334190
工程技术研究院 | http://iet.ustb.edu.cn/ | 邮箱:bkdgyy@ustb.edu.cn | 电话:010-62332598
大安全科学研究院 | https://mss.ustb.edu.cn/ | 电话:010-62333808
城镇化与城市安全研究院 | https://iuus.ustb.edu.cn | 电话:010-62334196
科学技术研究院 | https://research.ustb.edu.cn/ | 电话:0402430062
资源与安全工程学院 | http://cres.ustb.edu.cn/",
63,北京市,北京邮电大学,,211,公办,50,,,,,,,,,https://www.bupt.edu.cn/hzjl.htm,,,,,0,,
64,北京市,华北电力大学,,211,公办,84,https://www.ncepu.edu.cn/zsjy/index.htm,,,,https://yjsy.ncepu.edu.cn/,,,,https://icd.ncepu.edu.cn/,,,"李博 处长（主持国际合作处（港澳台办）全面工作）
赵子健 副处长
丁肇豪 副处长",,13,"科学技术研究院 | https://www.ncepu.edu.cn/zzjg/glfwbm/kxjsyjy/index.htm | 电话:61771778; 61771567; 61772428
电气与电子工程学院 | https://electric.ncepu.edu.cn/ | 电话:010-61771611
能源动力与机械工程学院 | https://thermal.ncepu.edu.cn/ | 邮箱:ndxy@ncepu.edu.cn | 电话:86-10-61772277
控制与计算机工程学院 | https://cce.ncepu.edu.cn/ | 电话:010-61772568
新能源学院 | https://xnyxy.ncepu.edu.cn/ | 电话:86-10-61772737
核科学与工程学院 | https://snse.ncepu.edu.cn/
环境科学与工程学院 | https://cese.ncepu.edu.cn/
水利与水电工程学院 | https://hydro.ncepu.edu.cn/index.htm
数理学院 | https://slx.ncepu.edu.cn/ | 邮箱:slx@ncepu.edu.cn | 电话:010-61772340
国家卓越工程师学院 | https://ngce.ncepu.edu.cn/
国家能源发展战略研究院 | https://energy.ncepu.edu.cn/
国家能源交通融合发展研究院 | https://cietid.ncepu.edu.cn/ | 邮箱:90509796@ncepu.edu.cn | 电话:86-10-61773846
先进材料研究院 | https://adma.ncepu.edu.cn/ | 邮箱:adma@ncepu.edu.cn | 电话:86-10-61771720",
